"identical alleles","total genome-wide SNVs","strain1","strain2"
151688,1606181,"NIC1181","QG4891"
179335,1593871,"NIC1181","QG4892"
177225,1596125,"NIC1181","QG4893"
175967,1596078,"NIC1181","QG4894"
152148,1607279,"NIC1181","QG4897"
176889,1598236,"NIC1181","QG4904"
175448,1592235,"NIC1181","QG4910"
176309,1599486,"NIC1181","QG5104"
175040,1592740,"NIC1181","QG5159"
176168,1596997,"NIC1181","QG5160"
175041,1596302,"NIC1181","QG5161"
171316,1328916,"NIC1181","QG5220"
173585,1366870,"NIC1181","QG5237"
177161,1595566,"NIC1181","QG5256"
177873,1597577,"NIC1181","QG5260"
180108,1602541,"NIC1181","QG5262"
154667,1357979,"NIC1181","QG5305"
177077,1273488,"NIC1181","QG5319"
152369,1264294,"NIC1181","QG5364"
161022,1596969,"NIC1181","QG5365"
162122,1601400,"NIC1181","QG5366"
138911,1545198,"NIC1181","QG5405"
129929,1516455,"NIC1181","QG5502"
181861,1305483,"NIC1181","QG5503"
95655,1507876,"NIC1181","QG5510"
162397,1601430,"NIC1181","QG5550"
138259,1543467,"NIC1181","QG5551"
154104,1312959,"NIC1181","QG5552"
131402,1523283,"NIC1181","QG5576"
177537,1602052,"NIC1181","QG5588"
162683,1598272,"NIC1181","QG5602"
162092,1598533,"NIC1181","QG5628"
163504,1607048,"NIC1181","QG5629"
162924,1601337,"NIC1181","QG5638"
177883,1596617,"NIC1181","QG5643"
160503,1606170,"NIC1181","QG5650"
180178,1608649,"NIC1181","QG5652"
190024,1597255,"NIC1181","QG5654"
151285,1600202,"NIC1181","QG5655"
54616,1651296,"NIC1181","QG800"
54694,1650585,"NIC1181","QG801"
103396,1627589,"NIC1181","QG820"
104100,1629515,"NIC1181","QG823"
67678,1643968,"NIC1181","QG834"
65483,1607650,"NIC1181","QG835"
67639,1642639,"NIC1181","QG836"
67963,1641743,"NIC1181","QG837"
67373,1636914,"NIC1181","QG838"
67364,1637524,"NIC1181","QG839"
90145,1648245,"NIC1181","QG840"
79310,1640977,"NIC1181","QG841"
78475,1626784,"NIC1181","QG842"
79086,1638923,"NIC1181","QG843"
67506,1635498,"NIC1181","QG844"
67465,1640358,"NIC1181","QG845"
70817,1617712,"NIC1181","QG846"
70887,1613881,"NIC1181","QG847"
51220,1638959,"NIC1181","QG848"
62173,1621494,"NIC1181","QG849"
62953,1639249,"NIC1181","QG850"
66343,1623361,"NIC1181","QG851"
59916,1642780,"NIC1181","QG852"
96094,1633699,"NIC1181","QG853"
78096,1631501,"NIC1181","QG921"
72659,1635833,"NIC1181","QG935"
80230,1637305,"NIC1181","QG942"
51909,1633236,"NIC1181","QG981"
66507,1633690,"NIC1181","QG987"
146869,1602279,"NIC1181","TWN2103"
44,1673643,"NIC1187","NIC1188"
75237,1661757,"NIC1187","NIC1192"
38656,1653211,"NIC1187","NIC1193"
112656,1642758,"NIC1187","NIC120"
103587,1638324,"NIC1187","NIC121"
170449,1595361,"NIC1187","NIC122"
104532,1651948,"NIC1187","NIC124"
112964,1649188,"NIC1187","NIC125"
63725,1657903,"NIC1187","NIC1252"
54083,1660760,"NIC1187","NIC1254"
72188,1662308,"NIC1187","NIC1257"
64090,1649540,"NIC1187","NIC1268"
45887,1661307,"NIC1187","NIC1270"
83555,1625736,"NIC1187","NIC1272"
88006,1640932,"NIC1187","NIC1275"
55518,1660103,"NIC1187","NIC1276"
50963,1665961,"NIC1187","NIC1277"
85071,1650542,"NIC1187","NIC1278"
96736,1612171,"NIC1187","NIC1282"
97913,1629180,"NIC1187","NIC1284"
114056,1619768,"NIC1187","NIC1285"
110348,1635109,"NIC1187","NIC129"
60462,1659780,"NIC1187","NIC1290"
115815,1640809,"NIC1187","NIC1293"
113580,1616245,"NIC1187","NIC1294"
62134,1632354,"NIC1187","NIC1299"
63801,1654639,"NIC1187","NIC1300"
116773,1646210,"NIC1187","NIC1301"
114935,1634045,"NIC1187","NIC1305"
52086,1655397,"NIC1187","NIC1307"
52138,1659986,"NIC1187","NIC1309"
50072,1658727,"NIC1187","NIC1313"
48585,1627313,"NIC1187","NIC1315"
50057,1657458,"NIC1187","NIC1316"
28351,1650643,"NIC1187","NIC1317"
62992,1654357,"NIC1187","NIC1321"
28773,1661442,"NIC1187","NIC1323"
66769,1665619,"NIC1187","NIC1328"
57634,1627913,"NIC1187","NIC1335"
65720,1635901,"NIC1187","NIC1337"
77265,1653209,"NIC1187","NIC1338"
67598,1658599,"NIC1187","NIC1341"
64680,1631342,"NIC1187","NIC1342"
60196,1647597,"NIC1187","NIC1343"
48696,1659152,"NIC1187","NIC1344"
46786,1660031,"NIC1187","NIC1348"
53748,1656989,"NIC1187","NIC1354"
74299,1655083,"NIC1187","NIC1355"
55496,1660290,"NIC1187","NIC1359"
51936,1666980,"NIC1187","NIC1363"
40262,1660525,"NIC1187","NIC1368"
76758,1655202,"NIC1187","NIC1370"
74950,1637295,"NIC1187","NIC1371"
76416,1656167,"NIC1187","NIC1372"
46714,1659558,"NIC1187","NIC1376"
47645,1653591,"NIC1187","NIC1378"
73886,1614075,"NIC1187","NIC1380"
40721,1665452,"NIC1187","NIC1381"
66361,1662195,"NIC1187","NIC1382"
73923,1657379,"NIC1187","NIC1383"
88894,1654639,"NIC1187","NIC1384"
86452,1651860,"NIC1187","NIC1386"
45954,1662495,"NIC1187","NIC1387"
82299,1606919,"NIC1187","NIC1388"
74880,1647771,"NIC1187","NIC1389"
96589,1655618,"NIC1187","NIC1391"
56667,1661132,"NIC1187","NIC1392"
68400,1659961,"NIC1187","NIC1393"
48239,1638031,"NIC1187","NIC1395"
96939,1620257,"NIC1187","NIC1397"
47667,1662702,"NIC1187","NIC1400"
99338,1641825,"NIC1187","NIC1404"
43476,1668146,"NIC1187","NIC1405"
74379,1648419,"NIC1187","NIC1408"
99971,1645676,"NIC1187","NIC1409"
100132,1645892,"NIC1187","NIC1410"
75092,1652875,"NIC1187","NIC1411"
55114,1658246,"NIC1187","NIC1415"
50250,1659545,"NIC1187","NIC1417"
63883,1649421,"NIC1187","NIC1419"
81439,1655158,"NIC1187","NIC1420"
52693,1658384,"NIC1187","NIC1422"
89658,1660005,"NIC1187","NIC1425"
70122,1661853,"NIC1187","NIC1430"
66268,1636817,"NIC1187","NIC1432"
46828,1661882,"NIC1187","NIC1433"
49868,1581324,"NIC1187","NIC1434"
66152,1653996,"NIC1187","NIC1436"
59733,1654256,"NIC1187","NIC1438"
66483,1656713,"NIC1187","NIC1447"
50232,1660373,"NIC1187","NIC1453"
59765,1654251,"NIC1187","NIC1467"
51162,1655722,"NIC1187","NIC1470"
51267,1655458,"NIC1187","NIC1471"
51151,1654214,"NIC1187","NIC1472"
51111,1654723,"NIC1187","NIC1473"
50357,1642551,"NIC1187","NIC1474"
40756,1657580,"NIC1187","NIC1475"
39134,1665697,"NIC1187","NIC1476"
41237,1671724,"NIC1187","NIC1477"
57475,1659359,"NIC1187","NIC1478"
71878,1659398,"NIC1187","NIC1509"
58389,1651069,"NIC1187","NIC1514"
302947,1563576,"NIC1187","NIC1526"
302691,1565189,"NIC1187","NIC1531"
295416,1531041,"NIC1187","NIC1534"
166551,1608869,"NIC1187","NIC1541"
164590,1599541,"NIC1187","NIC1542"
152720,1592951,"NIC1187","NIC1543"
163411,1591228,"NIC1187","NIC1544"
162784,1587821,"NIC1187","NIC1545"
162642,1589044,"NIC1187","NIC1546"
156465,1612339,"NIC1187","NIC1547"
167878,1614613,"NIC1187","NIC1548"
168378,1614670,"NIC1187","NIC1549"
163571,1595025,"NIC1187","NIC1550"
166333,1613436,"NIC1187","NIC1551"
161306,1572753,"NIC1187","NIC1553"
158984,1613955,"NIC1187","NIC1555"
164851,1611088,"NIC1187","NIC1556"
169068,1616184,"NIC1187","NIC1557"
167077,1610292,"NIC1187","NIC1558"
155119,1607703,"NIC1187","NIC1559"
158492,1576264,"NIC1187","NIC1560"
158958,1561368,"NIC1187","NIC1561"
165455,1597423,"NIC1187","NIC1563"
162457,1586838,"NIC1187","NIC1564"
152648,1576512,"NIC1187","NIC1565"
158302,1601990,"NIC1187","NIC1583"
155586,1590331,"NIC1187","NIC1584"
154378,1584270,"NIC1187","NIC1585"
158052,1601171,"NIC1187","NIC1586"
157514,1590614,"NIC1187","NIC1587"
157745,1591038,"NIC1187","NIC1588"
197716,1590385,"NIC1187","NIC1592"
198630,1597791,"NIC1187","NIC1594"
157510,1598623,"NIC1187","NIC1596"
158136,1602567,"NIC1187","NIC1603"
169049,1616659,"NIC1187","NIC1644"
165583,1604482,"NIC1187","NIC1646"
164913,1597452,"NIC1187","NIC1647"
167959,1613605,"NIC1187","NIC1648"
167929,1613617,"NIC1187","NIC1649"
163088,1591264,"NIC1187","NIC1650"
153043,1599982,"NIC1187","NIC1651"
156288,1610316,"NIC1187","NIC1653"
176744,1608636,"NIC1187","NIC1656"
173915,1599748,"NIC1187","NIC1657"
156755,1596215,"NIC1187","NIC1658"
411607,1551494,"NIC1187","NIC1679"
162989,1605269,"NIC1187","NIC1694"
103142,1634644,"NIC1187","NIC1837"
104058,1644869,"NIC1187","NIC1846"
103684,1642474,"NIC1187","NIC1848"
128864,1615526,"NIC1187","NIC1851"
158113,1601806,"NIC1187","NIC1855"
91056,1639564,"NIC1187","NIC1856"
117423,1629606,"NIC1187","NIC1862"
112957,1637031,"NIC1187","NIC1877"
112722,1637679,"NIC1187","NIC1878"
117721,1632809,"NIC1187","NIC1879"
129837,1620019,"NIC1187","NIC1881"
129134,1611938,"NIC1187","NIC1886"
137352,1612030,"NIC1187","NIC1911"
126399,1633194,"NIC1187","NIC1912"
128794,1616054,"NIC1187","NIC1913"
120205,1628826,"NIC1187","NIC1914"
167366,1569520,"NIC1187","NIC1915"
169366,1581667,"NIC1187","NIC1916"
149459,1593614,"NIC1187","NIC1917"
169719,1582538,"NIC1187","NIC1918"
169116,1576056,"NIC1187","NIC1919"
169238,1592277,"NIC1187","NIC192"
118141,1606112,"NIC1187","NIC1927"
128476,1612926,"NIC1187","NIC1928"
127908,1610328,"NIC1187","NIC1929"
77468,1656393,"NIC1187","NIC193"
126808,1604004,"NIC1187","NIC1930"
149100,1579709,"NIC1187","NIC1938"
152510,1610187,"NIC1187","NIC1939"
136656,1615989,"NIC1187","NIC1940"
137279,1624549,"NIC1187","NIC1941"
137689,1616566,"NIC1187","NIC1950"
111950,1629702,"NIC1187","NIC1960"
111794,1626986,"NIC1187","NIC1961"
138472,1599144,"NIC1187","NIC1962"
122318,1619625,"NIC1187","NIC1976"
60700,1656445,"NIC1187","NIC203"
61259,1660535,"NIC1187","NIC2355"
89573,1660640,"NIC1187","NIC2357"
83190,1653436,"NIC1187","NIC2360"
76888,1649205,"NIC1187","NIC2361"
60356,1653998,"NIC1187","NIC2362"
76739,1656385,"NIC1187","NIC2363"
95386,1643958,"NIC1187","NIC2364"
87980,1655412,"NIC1187","NIC2365"
78893,1659230,"NIC1187","NIC2366"
90086,1654916,"NIC1187","NIC2367"
89573,1659887,"NIC1187","NIC2368"
80151,1649244,"NIC1187","NIC2370"
80352,1657316,"NIC1187","NIC2371"
62604,1658198,"NIC1187","NIC2373"
87029,1651836,"NIC1187","NIC2375"
114112,1650875,"NIC1187","NIC245"
114280,1651211,"NIC1187","NIC247"
77809,1659001,"NIC1187","NIC249"
50329,1657053,"NIC1187","NIC280"
54958,1661592,"NIC1187","NIC284"
59049,1654574,"NIC1187","NIC286"
53630,1662108,"NIC1187","NIC289"
56352,1656156,"NIC1187","NIC291"
53536,1658209,"NIC1187","NIC294"
35653,1664081,"NIC1187","NIC300"
64479,1659407,"NIC1187","NIC311"
58108,1665199,"NIC1187","NIC312"
41054,1670014,"NIC1187","NIC314"
52062,1660936,"NIC1187","NIC321"
50646,1657831,"NIC1187","NIC322"
52182,1660296,"NIC1187","NIC324"
62150,1653113,"NIC1187","NIC339"
73003,1657346,"NIC1187","NIC344"
73225,1653044,"NIC1187","NIC350"
52553,1671716,"NIC1187","NIC354"
62922,1671260,"NIC1187","NIC359"
50383,1648304,"NIC1187","NIC363"
68002,1654758,"NIC1187","NIC365"
54298,1664328,"NIC1187","NIC372"
81018,1650864,"NIC1187","NIC374"
61784,1648233,"NIC1187","NIC375"
50909,1632019,"NIC1187","NIC378"
64944,1648637,"NIC1187","NIC380"
55491,1640659,"NIC1187","NIC382"
62404,1660060,"NIC1187","NIC383"
65808,1644951,"NIC1187","NIC384"
81584,1660891,"NIC1187","NIC387"
52204,1647891,"NIC1187","NIC389"
81264,1659155,"NIC1187","NIC390"
50130,1653871,"NIC1187","NIC391"
68860,1662596,"NIC1187","NIC393"
56755,1664027,"NIC1187","NIC396"
53567,1658076,"NIC1187","NIC403"
53814,1659061,"NIC1187","NIC404"
53464,1656869,"NIC1187","NIC405"
39371,1659860,"NIC1187","NIC407"
53547,1649738,"NIC1187","NIC408"
53752,1658761,"NIC1187","NIC409"
74677,1656768,"NIC1187","NIC413"
62355,1660739,"NIC1187","NIC416"
46475,1656770,"NIC1187","NIC417"
45051,1659570,"NIC1187","NIC420"
71575,1665178,"NIC1187","NIC422"
55616,1659767,"NIC1187","NIC424"
50034,1654586,"NIC1187","NIC425"
62704,1613723,"NIC1187","NIC426"
52021,1636767,"NIC1187","NIC434"
38895,1647753,"NIC1187","NIC436"
46550,1644223,"NIC1187","NIC441"
62343,1644280,"NIC1187","NIC443"
56783,1659630,"NIC1187","NIC444"
57413,1646593,"NIC1187","NIC445"
50869,1655021,"NIC1187","NIC450"
40096,1670010,"NIC1187","NIC454"
72615,1658199,"NIC1187","NIC458"
42856,1654995,"NIC1187","NIC459"
39574,1651050,"NIC1187","NIC461"
52554,1662067,"NIC1187","NIC468"
60636,1666477,"NIC1187","NIC469"
52053,1651238,"NIC1187","NIC472"
52519,1670855,"NIC1187","NIC473"
58077,1645579,"NIC1187","NIC475"
54205,1654514,"NIC1187","NIC478"
59740,1657922,"NIC1187","NIC479"
46504,1662483,"NIC1187","NIC489"
61130,1632315,"NIC1187","NIC491"
50766,1646546,"NIC1187","NIC492"
63363,1669593,"NIC1187","NIC496"
71660,1656377,"NIC1187","NIC51"
166022,1604476,"NIC1187","NIC517"
74813,1651323,"NIC1187","NIC53"
167981,1615439,"NIC1187","NIC530"
111292,1648424,"NIC1187","NIC533"
119380,1640433,"NIC1187","NIC535"
119064,1638688,"NIC1187","NIC536"
117879,1634813,"NIC1187","NIC540"
111881,1644667,"NIC1187","NIC547"
73313,1652496,"NIC1187","NIC55"
122983,1625621,"NIC1187","NIC550"
123500,1631728,"NIC1187","NIC551"
72421,1658809,"NIC1187","NIC56"
111402,1639566,"NIC1187","NIC563"
169849,1585543,"NIC1187","NIC567"
112780,1645870,"NIC1187","NIC568"
66957,1658905,"NIC1187","NIC57"
147402,1626772,"NIC1187","NIC570"
152636,1610955,"NIC1187","NIC571"
150176,1599370,"NIC1187","NIC572"
153164,1612020,"NIC1187","NIC573"
111219,1634971,"NIC1187","NIC575"
112509,1644588,"NIC1187","NIC577"
111406,1635910,"NIC1187","NIC579"
43424,1672744,"NIC1187","NIC58"
111902,1646421,"NIC1187","NIC580"
110444,1606829,"NIC1187","NIC581"
173118,1598407,"NIC1187","NIC584"
112285,1645438,"NIC1187","NIC585"
163227,1599095,"NIC1187","NIC586"
112239,1645005,"NIC1187","NIC587"
112275,1647348,"NIC1187","NIC588"
111969,1646633,"NIC1187","NIC589"
114341,1647434,"NIC1187","NIC591"
152846,1610438,"NIC1187","NIC592"
112024,1646456,"NIC1187","NIC594"
111938,1635660,"NIC1187","NIC598"
111151,1619633,"NIC1187","NIC746"
173305,1600002,"NIC1187","NIC747"
117234,1638259,"NIC1187","NIC748"
116890,1629496,"NIC1187","NIC749"
110862,1631454,"NIC1187","NIC750"
104690,1647569,"NIC1187","NIC751"
105863,1630410,"NIC1187","NIC752"
106252,1634401,"NIC1187","NIC753"
144685,1612840,"NIC1187","NIC761"
104435,1646850,"NIC1187","NIC763"
123639,1629843,"NIC1187","NIC773"
107958,1648686,"NIC1187","NIC775"
68090,1667180,"NIC1187","NIC85"
162847,1602187,"NIC1187","NIC894"
162456,1599173,"NIC1187","NIC895"
165590,1606858,"NIC1187","NIC898"
71493,1653246,"NIC1187","NIC90"
58057,1652482,"NIC1187","NIC903"
51728,1657522,"NIC1187","NIC904"
73520,1651799,"NIC1187","NIC905"
59941,1665466,"NIC1187","NIC907"
58265,1658968,"NIC1187","NIC908"
70609,1645686,"NIC1187","NIC909"
51589,1652997,"NIC1187","NIC91"
65485,1655872,"NIC1187","NIC912"
59827,1662678,"NIC1187","NIC913"
58473,1653504,"NIC1187","NIC915"
89798,1658389,"NIC1187","NIC916"
84280,1658982,"NIC1187","NIC917"
88637,1656298,"NIC1187","NIC920"
50926,1652685,"NIC1187","NIC923"
65273,1649430,"NIC1187","NIC925"
53779,1651948,"NIC1187","NIC926"
66340,1663038,"NIC1187","NIC927"
62559,1664736,"NIC1187","NIC929"
63281,1650324,"NIC1187","NIC932"
64867,1665198,"NIC1187","NIC933"
82326,1659047,"NIC1187","NIC934"
51662,1663340,"NIC1187","NIC936"
60244,1661575,"NIC1187","NIC938"
77997,1655510,"NIC1187","NIC939"
43554,1660860,"NIC1187","NIC94"
38752,1667206,"NIC1187","NIC940"
86154,1657095,"NIC1187","NIC941"
80144,1656098,"NIC1187","NIC942"
58681,1658529,"NIC1187","NIC943"
92854,1648363,"NIC1187","NIC944"
59094,1658653,"NIC1187","NIC945"
58962,1659467,"NIC1187","NIC946"
56680,1664927,"NIC1187","NIC947"
65739,1659062,"NIC1187","NIC948"
59005,1659177,"NIC1187","NIC950"
79576,1653724,"NIC1187","NIC951"
47122,1663669,"NIC1187","NIC952"
79941,1657799,"NIC1187","NIC953"
67153,1666039,"NIC1187","NIC955"
64132,1655827,"NIC1187","NIC956"
51766,1658933,"NIC1187","NIC957"
77645,1655687,"NIC1187","NIC958"
62811,1660450,"NIC1187","NIC959"
58764,1658060,"NIC1187","NIC960"
62405,1651626,"NIC1187","NIC961"
72016,1639506,"NIC1187","NIC962"
60803,1654507,"NIC1187","NIC964"
60684,1658022,"NIC1187","NIC965"
78564,1637445,"NIC1187","NIC967"
77847,1655692,"NIC1187","NIC969"
53458,1656210,"NIC1187","NIC970"
83100,1654973,"NIC1187","NIC972"
74156,1658262,"NIC1187","NIC975"
74360,1657911,"NIC1187","NIC976"
74307,1658788,"NIC1187","NIC977"
57561,1661356,"NIC1187","NIC980"
83741,1656467,"NIC1187","NIC983"
68359,1652422,"NIC1187","NIC986"
54461,1662937,"NIC1187","NIC987"
54338,1662476,"NIC1187","NIC988"
75854,1662552,"NIC1187","NIC989"
43366,1671916,"NIC1187","NIC99"
50394,1657962,"NIC1187","NIC993"
72572,1658320,"NIC1187","NIC994"
80845,1648752,"NIC1187","NIC999"
78686,1644464,"NIC1187","QG1000"
61443,1646400,"NIC1187","QG1004"
174472,1589263,"NIC1187","QG131"
64320,1638372,"NIC1187","QG2697"
63968,1633462,"NIC1187","QG2699"
61258,1655018,"NIC1187","QG2716"
60861,1650418,"NIC1187","QG2720"
69217,1637914,"NIC1187","QG2724"
69175,1637919,"NIC1187","QG2725"
64548,1639203,"NIC1187","QG2726"
64212,1634686,"NIC1187","QG2727"
64458,1637876,"NIC1187","QG2733"
66468,1633330,"NIC1187","QG2747"
64423,1605268,"NIC1187","QG2748"
67799,1641805,"NIC1187","QG2749"
63965,1634739,"NIC1187","QG2755"
67955,1644754,"NIC1187","QG2770"
65598,1628354,"NIC1187","QG2771"
68098,1644590,"NIC1187","QG2772"
67332,1640934,"NIC1187","QG2773"
196104,1585314,"NIC1187","QG2896"
196740,1588570,"NIC1187","QG2897"
196391,1585533,"NIC1187","QG2898"
191249,1589795,"NIC1187","QG2899"
196568,1587920,"NIC1187","QG2904"
195520,1583314,"NIC1187","QG2905"
69652,1637980,"NIC1187","QG3008"
55778,1642286,"NIC1187","QG3009"
91862,1638091,"NIC1187","QG3010"
91599,1627857,"NIC1187","QG3011"
87848,1643518,"NIC1187","QG3013"
81838,1626848,"NIC1187","QG3024"
90443,1633087,"NIC1187","QG3036"
90612,1636710,"NIC1187","QG3037"
91963,1633626,"NIC1187","QG3038"
74289,1639832,"NIC1187","QG3055"
72024,1635495,"NIC1187","QG3064"
58157,1648233,"NIC1187","QG3514"
99905,1603694,"NIC1187","QG3520"
58515,1641354,"NIC1187","QG3521"
79962,1642041,"NIC1187","QG3522"
64585,1642667,"NIC1187","QG3523"
103285,1633739,"NIC1187","QG3526"
47471,1627333,"NIC1187","QG3529"
72627,1629004,"NIC1187","QG3533"
37967,1645358,"NIC1187","QG3535"
95385,1619279,"NIC1187","QG3539"
44223,1638303,"NIC1187","QG3543"
96957,1612378,"NIC1187","QG3545"
80118,1625131,"NIC1187","QG3546"
54517,1649772,"NIC1187","QG3547"
101896,1620356,"NIC1187","QG3548"
103112,1633032,"NIC1187","QG3549"
76706,1620196,"NIC1187","QG3782"
45163,1640550,"NIC1187","QG3785"
80706,1633547,"NIC1187","QG3786"
41050,1638968,"NIC1187","QG3789"
68614,1637931,"NIC1187","QG3790"
83756,1620928,"NIC1187","QG3791"
52800,1619006,"NIC1187","QG3792"
80202,1643268,"NIC1187","QG3793"
92520,1627829,"NIC1187","QG3795"
84248,1625493,"NIC1187","QG3797"
55548,1635146,"NIC1187","QG3799"
82769,1628370,"NIC1187","QG3800"
70626,1624023,"NIC1187","QG3802"
76633,1620395,"NIC1187","QG3803"
85906,1636457,"NIC1187","QG3805"
84567,1640124,"NIC1187","QG3807"
72735,1629935,"NIC1187","QG3808"
63715,1631569,"NIC1187","QG3809"
46571,1610031,"NIC1187","QG3811"
84289,1642436,"NIC1187","QG3812"
85080,1625051,"NIC1187","QG3814"
77186,1622839,"NIC1187","QG3817"
53500,1628842,"NIC1187","QG3818"
34157,1659037,"NIC1187","QG3821"
77747,1644538,"NIC1187","QG3824"
74969,1629889,"NIC1187","QG3828"
61453,1650618,"NIC1187","QG3829"
78339,1632742,"NIC1187","QG3831"
84145,1617271,"NIC1187","QG3833"
67772,1614436,"NIC1187","QG3834"
100220,1604085,"NIC1187","QG3835"
100774,1613682,"NIC1187","QG3836"
92370,1621106,"NIC1187","QG3838"
38042,1649253,"NIC1187","QG3839"
65675,1598850,"NIC1187","QG3843"
74212,1618678,"NIC1187","QG3844"
75287,1630124,"NIC1187","QG3845"
58389,1613515,"NIC1187","QG3846"
76120,1639453,"NIC1187","QG3847"
59450,1628967,"NIC1187","QG3848"
66075,1619720,"NIC1187","QG3849"
66005,1631203,"NIC1187","QG3850"
71747,1627420,"NIC1187","QG3852"
82869,1630656,"NIC1187","QG3853"
80514,1637907,"NIC1187","QG3854"
84367,1622869,"NIC1187","QG3855"
85494,1636526,"NIC1187","QG3856"
83999,1618812,"NIC1187","QG3857"
78574,1611382,"NIC1187","QG3859"
92545,1625955,"NIC1187","QG3860"
74080,1623813,"NIC1187","QG3862"
73852,1612755,"NIC1187","QG3863"
77401,1610503,"NIC1187","QG3868"
71183,1635346,"NIC1187","QG3869"
72480,1650311,"NIC1187","QG3871"
87126,1625333,"NIC1187","QG3872"
84791,1650117,"NIC1187","QG3873"
79576,1646363,"NIC1187","QG3877"
123506,1604997,"NIC1187","QG3880"
196165,1602055,"NIC1187","QG4629"
192471,1591924,"NIC1187","QG4641"
163373,1598029,"NIC1187","QG4646"
156680,1603573,"NIC1187","QG4653"
158202,1615115,"NIC1187","QG4659"
195021,1602819,"NIC1187","QG4669"
165122,1593259,"NIC1187","QG4671"
193419,1599791,"NIC1187","QG4672"
195210,1603441,"NIC1187","QG4694"
196585,1602166,"NIC1187","QG4695"
195261,1604168,"NIC1187","QG4696"
175281,1589968,"NIC1187","QG4702"
167606,1598834,"NIC1187","QG4713"
195633,1600093,"NIC1187","QG4714"
194038,1598472,"NIC1187","QG4730"
171606,1607666,"NIC1187","QG4739"
198239,1600387,"NIC1187","QG4740"
172423,1593557,"NIC1187","QG4741"
167379,1597573,"NIC1187","QG4754"
168132,1596388,"NIC1187","QG4759"
166907,1595015,"NIC1187","QG4779"
171225,1605835,"NIC1187","QG4780"
196157,1600783,"NIC1187","QG4781"
165689,1606749,"NIC1187","QG4782"
177842,1599354,"NIC1187","QG4817"
176106,1593474,"NIC1187","QG4824"
163936,1596506,"NIC1187","QG4866"
100822,1510810,"NIC1187","QG4867"
165024,1605474,"NIC1187","QG4868"
165411,1606907,"NIC1187","QG4869"
195966,1591493,"NIC1187","QG4870"
195865,1593997,"NIC1187","QG4871"
197093,1601695,"NIC1187","QG4878"
156612,1608034,"NIC1187","QG4891"
196494,1595127,"NIC1187","QG4892"
194716,1597269,"NIC1187","QG4893"
193319,1597255,"NIC1187","QG4894"
156979,1609155,"NIC1187","QG4897"
194293,1599355,"NIC1187","QG4904"
192676,1593345,"NIC1187","QG4910"
169202,1599405,"NIC1187","QG5104"
192279,1593879,"NIC1187","QG5159"
193420,1598107,"NIC1187","QG5160"
181671,1597880,"NIC1187","QG5161"
188573,1329755,"NIC1187","QG5220"
190969,1368007,"NIC1187","QG5237"
194523,1596671,"NIC1187","QG5256"
195356,1598687,"NIC1187","QG5260"
197611,1603615,"NIC1187","QG5262"
162955,1359365,"NIC1187","QG5305"
192582,1274538,"NIC1187","QG5319"
160606,1265495,"NIC1187","QG5364"
167755,1598512,"NIC1187","QG5365"
168850,1603092,"NIC1187","QG5366"
145666,1546820,"NIC1187","QG5405"
136223,1518164,"NIC1187","QG5502"
188270,1307031,"NIC1187","QG5503"
100870,1509609,"NIC1187","QG5510"
169198,1603078,"NIC1187","QG5550"
144944,1544967,"NIC1187","QG5551"
162116,1314187,"NIC1187","QG5552"
137793,1524824,"NIC1187","QG5576"
184132,1603565,"NIC1187","QG5588"
167994,1600228,"NIC1187","QG5602"
168966,1600091,"NIC1187","QG5628"
170260,1608606,"NIC1187","QG5629"
168149,1603307,"NIC1187","QG5638"
195320,1597763,"NIC1187","QG5643"
168649,1607656,"NIC1187","QG5650"
197632,1609802,"NIC1187","QG5652"
178574,1599626,"NIC1187","QG5654"
156931,1602354,"NIC1187","QG5655"
90320,1647740,"NIC1187","QG800"
90388,1646989,"NIC1187","QG801"
87075,1630590,"NIC1187","QG820"
